"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Maharashtra","Buldana","Shegaon","2019-2020","April","14.8.5","Number of post operative Surgical Site infection","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Shegaon","2019-2020","April","14.12.3","Outborn – Male","M14 [Patient Services]","0","NA","NA","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","15.3.1.b","Male HIV - Number Positive","M15 [Laboratory Testing]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","4.4.3","Number of Newborns breast fed within 1 hour of birth ","M4 [Pregnancy outcome & details of new-born]","32","NA","26","6"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","8.1.1","Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","15.2.2","Out of the total number of Hb tests done, Number having Hb < 7 mg","M15 [Laboratory Testing]","7","NA","2","5"
"Maharashtra","Buldana","Buldana","2019-2020","April","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","0","NA","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","15.3.2.b","Female Non ANC HIV - Number Positive","M15 [Laboratory Testing]","2","NA","2","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","16.8.6","Number of Deaths due to Japanese  Encephalitis (JE)","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","2.2","Number of Institutional Deliveries conducted (Including C-Sections)","M2 [Deliveries]","173","NA","71","102"
"Maharashtra","Buldana","Chikhali","2019-2020","April","4.1.2","Number of Pre term newborns ( < 37 weeks of pregnancy)","M4 [Pregnancy outcome & details of new-born]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","14.3.2.b","Inpatient (Female)- Adults","M14 [Patient Services]","425","NA","164","261"
"Maharashtra","Buldana","Chikhali","2019-2020","April","15.1","Number of Lab Tests done","M15 [Laboratory Testing]","5005","NA","1570","3435"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","2.2","Number of Institutional Deliveries conducted (Including C-Sections)","M2 [Deliveries]","22","NA","12","10"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","51","NA","34","17"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","12.1.2.b","Out of registered, Boys received clinical services","M12 [Adolscent Health]","0","NA","0","0"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","1.2.4","Number of PW given 180 Iron Folic Acid (IFA) tablets","M1 [Ante Natal Care (ANC)]","190","NA","174","16"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","7.1.1","New RTI/STI cases identified - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","NA","0","0"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","8.4","Number of Postpartum (within 48 hours of delivery) IUCD insertions","M8 [Family Planning]","3","NA","0","3"
"Maharashtra","Buldana","Shegaon","2019-2020","April","16.5.4","Number of Maternal Deaths due to Obstructed/prolonged labour","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","16.8.4","Number of Deaths due to Dengue","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","8.12","Number of Combined Oral Pill cycles distributed","M8 [Family Planning]","287","NA","268","19"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","8.11","Injectable Contraceptive-Antara Program- Fourth or more than fourth","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","9.5.1","Child immunisation - Typhoid","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","13.2","Number of DOTS cases completed successfully","M13 [Directly Observed Treatment, Short-course (DOTS)]","2","NA","2","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","16.3.1","Number of Infant Deaths (1 -12 months) due to Pneumonia","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","1.3.2","Number of Eclampsia cases managed during delivery","M1 [Ante Natal Care (ANC)]","3","0","3","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","4.1.2","Number of Pre term newborns ( < 37 weeks of pregnancy)","M4 [Pregnancy outcome & details of new-born]","11","9","20","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","11.2.1","Kala Azar (RDT) - Tests Conducted","M11 [NVBDCP]","0","NA","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","16.2.1","Infant Deaths up to 4 weeks due to Sepsis","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","16.8.1","Number of Deaths due to Malaria- Plasmodium Vivax","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","1.2.6","Number of PW given one Albendazole tablet after 1st  trimester","M1 [Ante Natal Care (ANC)]","113","NA","113","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","1.2.7","Number of PW received 4 or more ANC check ups","M1 [Ante Natal Care (ANC)]","341","NA","263","78"
"Maharashtra","Buldana","Chikhali","2019-2020","April","1.5.3","Number of PW given insulin out of total tested positive for GDM","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","14.1.7","Outpatient - Ophthalmic Related","M14 [Patient Services]","195","NA","17","178"
"Maharashtra","Buldana","Chikhali","2019-2020","April","14.6.5","Emergency - Acute Caridiac Emergencies","M14 [Patient Services]","4","NA","NA","4"
"Maharashtra","Buldana","Chikhali","2019-2020","April","15.3.4.b","Number of Male STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","16.3.1","Number of Infant Deaths (1 -12 months) due to Pneumonia","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","16.4.4","Number of Child Deaths (1 -5 years) due to Measles","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","9.7.1","Immunisation sessions planned","M9 [CHILD IMMUNISATION]","84","NA","72","12"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","14.2.1","Allopathic- Outpatient attendance","M14 [Patient Services]","7189","NA","4401","2788"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","15.3.3.a","Number of pregnant women screened for HIV","M15 [Laboratory Testing]","191","NA","136","55"
"Maharashtra","Buldana","Deulgaon Raja","2019-2020","April","8.2.4","Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","9.2.4.a","Children aged between 9 and 11 months fully immunized- Male","M9 [CHILD IMMUNISATION]","108","NA","92","16"
"Maharashtra","Buldana","Jalgaon Jamod","2019-2020","April","9.5.3","Children more than 10 years received TT10","M9 [CHILD IMMUNISATION]","60","NA","60","0"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","8.6","Number of IUCD Removals","M8 [Family Planning]","9","NA","9","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","9.1.2","Child immunisation - BCG","M9 [CHILD IMMUNISATION]","473","NA","367","106"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","9.6.3","Number of cases of AEFI - Others","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","14.4.2","Inpatient - Dengue","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","16.7.7","Number of Adolscent / Adult deaths due to Cancer","M16 [Details of deaths reported with probable causes:]","2","NA","2","NA"
"Maharashtra","Buldana","Khamgaon","2019-2020","April","8.2.4","Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted","M8 [Family Planning]","0","NA","0","NA"
"Maharashtra","Buldana","Lonar","2019-2020","April","1.3.1.a","Out of the new cases of PW with hypertension detected, cases managed at institution","M1 [Ante Natal Care (ANC)]","1","NA","0","1"
"Maharashtra","Buldana","Lonar","2019-2020","April","1.5.1","Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test)","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Maharashtra","Buldana","Lonar","2019-2020","April","9.1.14","Child immunisation - Hepatitis-B1","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Lonar","2019-2020","April","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","153","NA","139","14"
"Maharashtra","Buldana","Lonar","2019-2020","April","11.1.2.b","Malaria (RDT) - Plasmodium Vivax test positive","M11 [NVBDCP]","0","NA","0","0"
"Maharashtra","Buldana","Lonar","2019-2020","April","14.1.5","Outpatient - Mental illness","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Buldana","Lonar","2019-2020","April","16.2.3","Infant Deaths up to 4 weeks due to Other causes","M16 [Details of deaths reported with probable causes:]","1","NA","1","0"
"Maharashtra","Buldana","Malkapur","2019-2020","April","8.2.2","Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted","M8 [Family Planning]","3","NA","0","3"
"Maharashtra","Buldana","Malkapur","2019-2020","April","11.4.2","Tests Positive for JE","M11 [NVBDCP]","0","NA","NA","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","2","NA","2","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","8.11","Injectable Contraceptive-Antara Program- Fourth or more than fourth","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","9.2.3","Child immunisation (9-11months) - JE 1st dose","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","9.4.5","Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","11.1.1.a","Total Blood Smears Examined for Malaria","M11 [NVBDCP]","4121","NA","3560","561"
"Maharashtra","Buldana","Mehkar","2019-2020","April","14.12.3","Outborn – Male","M14 [Patient Services]","0","NA","NA","0"
"Maharashtra","Buldana","Mehkar","2019-2020","April","16.8.2","Number of Deaths due to Malaria- Plasmodium Falciparum","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Motala","2019-2020","April","2.1.1.a","Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM)","M2 [Deliveries]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","8.8","Injectable Contraceptive-Antara Program- First Dose","M8 [Family Planning]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","9.1.3","Child immunisation - DPT1","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","12.1.2.a","Out of registered, Girls received clinical services","M12 [Adolscent Health]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","14.3.1.b","Inpatient (Male)- Adults","M14 [Patient Services]","76","NA","76","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","14.4.3","Inpatient - Typhoid","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","14.8.7","Number of blood transfusions done","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","14.9.1","Inpatient Deaths - Male","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","14.15","Number of Rogi Kalyan Samiti (RKS) meetings held","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","16.7.2","Number of Adolscent / Adult deaths due to Tuberculosis","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","1.6.1.a","Number of PW tested using POC test for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","9.1.1","Child immunisation - Vitamin K1 (Birth Dose)","M9 [CHILD IMMUNISATION]","33","NA","33","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","9.3.3","Child immunisation - JE 1st dose","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.8.1","Operation major (General and spinal anaesthesia)","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","14.3.2.b","Inpatient (Female)- Adults","M14 [Patient Services]","166","NA","166","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","14.6.3","Emergency - Obstetrics complications","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","1.3.2","Number of Eclampsia cases managed during delivery","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","9.4.1","Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months)","M9 [CHILD IMMUNISATION]","166","NA","166","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","9.4.3","Child immunisation - DPT 1st Booster","M9 [CHILD IMMUNISATION]","145","NA","145","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","14.4.4","Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","14.8.6","Number of blood units issued","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","14.12.1","Special Newborn Care Unit (SNCU Admissions) - Inborn Male","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Motala","2019-2020","April","14.12.5","Number of newborns admitted in SNCU - referred by ASHA","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","12.1.3.a","Out of registered, Girls received counselling","M12 [Adolscent Health]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.6.3","Emergency - Obstetrics complications","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.12.3","Outborn – Male","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","15.3.1.a","Male HIV - Number Tested","M15 [Laboratory Testing]","86","NA","86","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","15.3.2.b","Female Non ANC HIV - Number Positive","M15 [Laboratory Testing]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","1.1.1","Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)","M1 [Ante Natal Care (ANC)]","166","NA","166","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","8.17.6","Deaths following female sterilization","M8 [Family Planning]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","9.7.3","Number of Immunisation sessions where ASHAs were present","M9 [CHILD IMMUNISATION]","73","NA","73","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","16.3.4","Number of Infant Deaths (1 -12 months) due to Measles","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","16.7.13","Number of Adolscent / Adult deaths due to Known Chronic Disease","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","8.13","Number of Condom pieces distributed","M8 [Family Planning]","1333","NA","1333","NA"
"Maharashtra","Buldana","Shegaon","2019-2020","April","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","1","NA","0","1"
"Maharashtra","Buldana","Shegaon","2019-2020","April","8.2.3","Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","11.2.1","Kala Azar (RDT) - Tests Conducted","M11 [NVBDCP]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","11.2.2","Kala Azar Positive Cases","M11 [NVBDCP]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","14.4.2","Inpatient - Dengue","M14 [Patient Services]","0","NA","NA","0"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","16.4.1","Number of Child Deaths (1 -5 years) due to Pneumonia","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Shegaon","2019-2020","April","4.4.3","Number of Newborns breast fed within 1 hour of birth ","M4 [Pregnancy outcome & details of new-born]","134","NA","6","128"
"Maharashtra","Buldana","Shegaon","2019-2020","April","9.1.11","Child immunisation - OPV2","M9 [CHILD IMMUNISATION]","197","NA","97","100"
"Maharashtra","Buldana","Shegaon","2019-2020","April","10.12","Childhood Diseases - Diarrhoea treated in Inpatients","M10 [Number of cases of Childhood Diseases (0-5 years)]","45","NA","2","43"
"Maharashtra","Buldana","Shegaon","2019-2020","April","14.8.3","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Shegaon","2019-2020","April","14.12.1","Special Newborn Care Unit (SNCU Admissions) - Inborn Male","M14 [Patient Services]","0","NA","NA","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","1.6.2.e","Number of babies treated for congenital Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","8.7","Number of complications following IUCD Insertion","M8 [Family Planning]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","14.12.2","Special Newborn Care Unit (SNCU Admissions) - Inborn Female","M14 [Patient Services]","0","NA","NA","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","14.13","Number of deaths occurring at SNCU","M14 [Patient Services]","0","NA","NA","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","15.2.1","Number of Hb tests conducted","M15 [Laboratory Testing]","890","NA","718","172"
"Maharashtra","Buldana","Nandura","2019-2020","April","4.1.1.b","Live Birth - Female","M4 [Pregnancy outcome & details of new-born]","20","NA","20","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.4.2","Inpatient - Dengue","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.8.4","Operation minor (No or local anaesthesia)","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.13","Number of deaths occurring at SNCU","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.16","Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach","M14 [Patient Services]","153","NA","153","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","16.7.7","Number of Adolscent / Adult deaths due to Cancer","M16 [Details of deaths reported with probable causes:]","3","NA","3","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","9.1.8","Child immunisation - Pentavalent 3","M9 [CHILD IMMUNISATION]","187","NA","187","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","9.6.3","Number of cases of AEFI - Others","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","11.2.3","Post-kala-azar dermal leishmaniasis (PKDL) cases","M11 [NVBDCP]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","14.3.3","Number of Left Against Medical Advice (LAMA) cases","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Shegaon","2019-2020","April","9.1.12","Child immunisation - OPV3","M9 [CHILD IMMUNISATION]","237","NA","171","66"
"Maharashtra","Buldana","Shegaon","2019-2020","April","9.1.17","Child immunisation - Inactivated Polio Vaccine 1 (IPV 1)","M9 [CHILD IMMUNISATION]","171","NA","95","76"
"Maharashtra","Buldana","Shegaon","2019-2020","April","14.20","Patient Satisfaction Score of the facility in percentage (from Mera Aspatal)","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Buldana","Shegaon","2019-2020","April","16.7.8","Number of Adolscent / Adult deaths due to Neurological disease including strokes","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","1.6.2.d","Number of babies diagnosed with  Congenital Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","2.1.2","Number of PW given Tablet Misoprostol during home delivery","M2 [Deliveries]","0","NA","0","NA"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","4.3.1.b","MTP more than 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","12.1.3.a","Out of registered, Girls received counselling","M12 [Adolscent Health]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","16.5.3","Number of Maternal Deaths due to Abortion","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","9.1.21","Child immunisation - Rotavirus 3","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","9.4.5","Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","12.1.3.b","Out of registered, Boys received counselling","M12 [Adolscent Health]","0","NA","0","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","14.1.1","Outpatient - Diabetes","M14 [Patient Services]","5","NA","5","0"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","14.1.2","Outpatient - Hypertension","M14 [Patient Services]","10","NA","7","3"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","14.2.2","Ayush - Outpatient attendance","M14 [Patient Services]","1711","NA","0","1711"
"Maharashtra","Buldana","Sindkhed Raja","2019-2020","April","15.3.2.a","Female Non ANC HIV - Number Tested","M15 [Laboratory Testing]","105","NA","5","100"
"Maharashtra","Buldana","Buldana","2019-2020","April","6.3","Number of mothers provided full course of 180 IFA tablets after delivery","M6 [Post Natal Care (PNC)]","334","107","432","9"
"Maharashtra","Buldana","Buldana","2019-2020","April","9.1.2","Child immunisation - BCG","M9 [CHILD IMMUNISATION]","569","0","554","15"
"Maharashtra","Buldana","Buldana","2019-2020","April","9.7.3","Number of Immunisation sessions where ASHAs were present","M9 [CHILD IMMUNISATION]","143","0","112","31"
"Maharashtra","Buldana","Buldana","2019-2020","April","14.16","Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach","M14 [Patient Services]","96","NA","96","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","16.7.7","Number of Adolscent / Adult deaths due to Cancer","M16 [Details of deaths reported with probable causes:]","1","0","1","0"
"Maharashtra","Buldana","Buldana","2019-2020","April","8.12","Number of Combined Oral Pill cycles distributed","M8 [Family Planning]","473","0","473","0"
"Maharashtra","Buldana","Chikhali","2019-2020","April","7.1.1","New RTI/STI cases identified - Male","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","NA","0","0"
"Maharashtra","Buldana","Nandura","2019-2020","April","9.9","Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly)","M9 [CHILD IMMUNISATION]","4894","NA","4894","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.1.1","Outpatient - Diabetes","M14 [Patient Services]","7","NA","7","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Nandura","2019-2020","April","16.7.8","Number of Adolscent / Adult deaths due to Neurological disease including strokes","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","8.2.2","Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted","M8 [Family Planning]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","9.1.5","Child immunisation - DPT3","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","9.1.17","Child immunisation - Inactivated Polio Vaccine 1 (IPV 1)","M9 [CHILD IMMUNISATION]","88","NA","88","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","10.12","Childhood Diseases - Diarrhoea treated in Inpatients","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","14.5","Patients registered at Emergency Department","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","14.6.4","Emergency - Snake Bite","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Sangrampur","2019-2020","April","14.8.2","Out of Operation major, Gynecology- Hysterectomy surgeries","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Buldana","Shegaon","2019-2020","April","1.5.3","Number of PW given insulin out of total tested positive for GDM","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","1.6.2.c","Number of syphilis positive pregnant women treated for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","0"
"Maharashtra","Buldana","Shegaon","2019-2020","April","4.4.2","Number of newborns having weight less than 2.5 kg","M4 [Pregnancy outcome & details of new-born]","29","NA","0","29"
"Maharashtra","Buldana","Shegaon","2019-2020","April","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","88","NA","50","38"
"Maharashtra","Buldana","Shegaon","2019-2020","April","9.4.5","Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine","M9 [CHILD IMMUNISATION]","0","NA","0","0"
